NAME,POS,TEAM,RTG,OPP,DEF_RTG,h/a,DK salary,DK points
JACK STOLL,TE,PHI,65.0,LAC,0.336538461538467,home,2500,0.0
JOSIAH DEGUARA,TE,GB,67.0,KC,2.182692307692321,away,2500,3.6
COLIN THOMPSON,TE,CAR,65.0,NE,-0.8942307692307594,home,2500,0.0
LEE SMITH,TE,ATL,65.0,NO,-1.8173076923076792,away,2500,0.0
SEAN MCKEON,TE,DAL,65.0,DEN,-2.740384615384599,home,2500,0.0
CHARLIE WOERNER,TE,SF,67.0,ARI,-3.663461538461533,home,2500,0.0
LUKE FARRELL,TE,JAX,68.0,BUF,-4.894230769230759,home,2500,0.0
ROSS DWELLEY,TE,SF,69.0,ARI,-3.663461538461533,home,2500,0.0
DREW SAMPLE,TE,CIN,66.0,CLE,-1.5096153846153726,home,2500,6.6
RYAN GRIFFIN,TE,NYJ,65.0,IND,-0.2788461538461462,away,2500,12.8
DONALD PARHAM,TE,LAC,73.0,PHI,0.028846153846160405,away,2500,12.9
STEPHEN ANDERSON,TE,LAC,65.0,PHI,0.028846153846160405,away,2500,13.9
JESPER HORSTED,TE,CHI,68.0,PIT,-1.5096153846153726,away,2500,0.0
CETHAN CARTER,TE,MIA,65.0,HOU,3.1057692307692406,home,2500,0.0
TREVON WESCO,TE,NYJ,65.0,IND,-0.2788461538461462,away,2500,3.6
ERIC SAUBERT,TE,DEN,67.0,DAL,0.336538461538467,away,2500,1.6
KYLEN GRANSON,TE,IND,66.0,NYJ,2.182692307692321,home,2500,3.7
JIMMY GRAHAM,TE,CHI,65.0,PIT,-1.5096153846153726,away,2500,3.8
BREVIN JORDAN,TE,HOU,92.0,MIA,3.1057692307692406,away,2500,2.9
ANTONY AUCLAIR,TE,HOU,65.0,MIA,3.1057692307692406,away,2500,4.3
CHRIS MANHERTZ,TE,JAX,69.0,BUF,-4.894230769230759,home,2500,1.9
HARRISON BRYANT,TE,CLE,70.0,CIN,-1.201923076923066,away,2500,4.6
ERIC TOMLINSON,TE,BAL,65.0,MIN,0.028846153846160405,home,2500,1.7
JAMES WINCHESTER,TE,KC,65.0,GB,-1.201923076923066,home,2500,0.0
DURHAM SMYTHE,TE,MIA,72.0,HOU,3.1057692307692406,home,2500,4.7
LUKE STOCKER,TE,MIN,65.0,BAL,0.9519230769230802,away,2500,1.5
KEVIN RADER,TE,PIT,65.0,CHI,0.336538461538467,home,2500,1.1
DARRELL DANIELS,TE,ARI,65.0,SF,-0.8942307692307594,away,2500,1.0
JEREMY SPRINKLE,TE,DAL,65.0,DEN,-2.740384615384599,home,2500,0.0
TRE' MCKITTY,TE,LAC,65.0,PHI,0.028846153846160405,away,2500,0.0
JESSE JAMES,TE,CHI,65.0,PIT,-1.5096153846153726,away,2500,0.0
ANDREW BECK,TE,DEN,65.0,DAL,0.336538461538467,away,2500,0.0
JOSH OLIVER,TE,BAL,69.0,MIN,0.028846153846160405,home,2500,0.0
ADAM SHAHEEN,TE,MIA,65.0,HOU,3.1057692307692406,home,2500,2.1
